School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University of Pennsylvania,Counseling Psychology,"March 18, 2024",Rejected on 9 Feb,Fall 2024,American,3.62,,"Rejected with basic rejection email. 2+ years of undergrad psych research, teaching assistant, active member on campus, etc. Had a feeling it was too far of a reach, wasn't my top program so its fine."
University of Pennsylvania,Art History,"March 18, 2024",Rejected on 18 Mar,Fall 2024,American,,,Solicited via email.
University of Pennsylvania,Robotics,"March 14, 2024",Accepted on 12 Mar,Fall 2024,International,3.90,,
University of Pennsylvania,Criminology,"March 13, 2024",Accepted on 12 Mar,Fall 2024,American,3.98,GRE 161 | GRE V 160 | GRE AW 4.00,"Applied to PhD, didn't receive an email just checked the portal and was accepted into Masters."
University of Pennsylvania,Materials Science And Engineering,"March 13, 2024",Accepted on 12 Mar,Fall 2024,International,3.33,GRE 163 | GRE V 155,1 research project
University of Pennsylvania,Architecture,"March 11, 2024",Rejected on 11 Mar,Fall 2024,American,3.90,,
University of Pennsylvania,Architecture,"March 11, 2024",Accepted on 11 Mar,Fall 2024,International,3.10,,MSD AAD - Email to check results - No Funding
University of Pennsylvania,Architecture,"March 11, 2024",Wait listed on 11 Mar,Fall 2024,American,3.50,,M. Arch 1. Email to check portal.
University of Pennsylvania,English,"March 11, 2024",Interview on 11 Mar,Fall 2024,American,,,Ignore Interview: Has anyone heard from the MA program??
University of Pennsylvania,Architecture (MArch),"March 06, 2024",Accepted on 6 Mar,Fall 2024,American,,,
University of Pennsylvania,Architecture,"March 06, 2024",Accepted on 6 Mar,Fall 2024,American,3.80,,
University of Pennsylvania,Architecture,"March 06, 2024",Accepted on 6 Mar,Fall 2024,International,,,"early notice, received email before"
University of Pennsylvania,Architecture,"March 06, 2024",Accepted on 6 Mar,Fall 2024,American,3.83,,Via early acceptance email
University of Pennsylvania,Biostatistics,"March 06, 2024",Accepted on 5 Mar,Fall 2024,International,3.90,,
University of Pennsylvania,Public Administration,"March 05, 2024",Rejected on 5 Mar,Fall 2024,American,3.64,,Email to check admissions decision online
University of Pennsylvania,City Planning,"March 05, 2024",Accepted on 4 Mar,Fall 2024,International,3.82,GRE 170 | GRE V 159 | GRE AW 4.50,early notice via email
University of Pennsylvania,Robotics,"March 05, 2024",Accepted on 4 Mar,Fall 2024,American,3.90,GRE 170 | GRE V 169 | GRE AW 6.00,
University of Pennsylvania,Robotics,"March 05, 2024",Accepted on 4 Mar,Fall 2024,American,3.90,GRE 168 | GRE V 165 | GRE AW 4.50,
University of Pennsylvania,Robotics,"March 05, 2024",Accepted on 5 Mar,Fall 2024,American,3.92,,
University of Pennsylvania,Robotics,"March 04, 2024",Accepted on 4 Mar,Fall 2024,International,3.51,GRE 170 | GRE V 164 | GRE AW 4.50,
University of Pennsylvania,Robotics,"March 04, 2024",Accepted on 4 Mar,Fall 2024,American,3.70,GRE 170 | GRE V 161 | GRE AW 5.00,
University of Pennsylvania,City Planning,"March 04, 2024",Accepted on 4 Mar,Fall 2024,American,3.88,,Early notification - more info to come on 3/11
University of Pennsylvania,Landscape Architecture,"March 04, 2024",Accepted on 4 Mar,Fall 2024,International,,,Early notice. Official letter posted on 3/11
University of Pennsylvania,Urban And Regional Planning,"March 04, 2024",Accepted on 4 Mar,Fall 2024,American,3.60,GRE 170 | GRE V 156,"Early notification, official will be sent out later."
University of Pennsylvania,City Planning,"March 04, 2024",Accepted on 4 Mar,Fall 2024,American,3.54,,Didn't take GRE. Early notice of admission -- will receive formal notice & financial aid info on March 11.
University of Pennsylvania,Bioengineering,"March 04, 2024",Accepted on 22 Feb,Fall 2024,International,,,
University of Pennsylvania,Data Science,"March 01, 2024",Rejected on 12 Jan,Fall 2024,International,3.80,GRE 170 | GRE V 158 | GRE AW 4.00,
University Of Pennsylvaniaâ€™s Fels Institute Of Government.,Public Administration,"February 28, 2024",Accepted on 28 Feb,Fall 2024,American,3.56,,
University of Pennsylvania,Public Administration,"February 28, 2024",Accepted on 28 Feb,Fall 2024,American,3.94,GRE 164 | GRE V 163 | GRE AW 4.50,$5000 scholarship and $5000 for summer internship.
University of Pennsylvania,Data Science,"February 27, 2024",Rejected on 12 Jan,Fall 2024,International,3.90,,2 years work ex as data scientist; papers and patents; college communities
University of Pennsylvania,Bioengineering,"February 23, 2024",Accepted on 22 Feb,Fall 2024,International,3.93,,
University of Pennsylvania,Medical Physics,"February 21, 2024",Accepted on 21 Feb,Fall 2024,American,,,
Indiana University Of Pennsylvania,Speech Language Pathology,"February 18, 2024",Accepted on 16 Feb,Fall 2024,American,3.92,,
University of Pennsylvania,East Asian Studies,"February 16, 2024",Rejected on 16 Feb,Fall 2024,International,3.80,GRE 168 | GRE V 161 | GRE AW 4.50,Also got rejected from Berkeley's Asian Studies Program
University of Pennsylvania,Higher Education,"February 13, 2024",Accepted on 9 Feb,Fall 2024,American,3.60,,"Applied for the Higher Ed PhD, in my rejection letter they wrote that they will offer me the opportunity to receive an MSeD in Higher Education"
University of Pennsylvania,Medical Physics,"February 07, 2024",Interview on 7 Feb,Fall 2024,American,,,Interview Feb 15 or 16. Admitted students day Mar 16.
University of Pennsylvania,Social Work,"January 29, 2024",Accepted on 29 Jan,Fall 2024,American,,,50k scholarship
University of Pennsylvania,"Social Work, MSW","January 29, 2024",Wait listed on 29 Jan,Fall 2024,American,,,
University of Pennsylvania,Public Health,"January 22, 2024",Interview on 22 Jan,Fall 2024,American,,,
University of Pennsylvania,Criminology,"January 21, 2024",Accepted on 8 Jan,Fall 2024,American,3.98,,
University of Pennsylvania,East Asian Languages and Civilizations,"January 14, 2024",Accepted on 11 Jan,Fall 2024,International,3.91,,
University of Pennsylvania,Computer Science,"January 11, 2024",Accepted on 10 Jan,Fall 2024,American,3.97,,"UPenn's MSE in CIS, early decision. No GRE. US top 30 undergrad. 3.97/4.0 GPA. 2 significant research experiences. No publications. 2 Strong LORs 1 mid LOR. very strong SoP. 1yr work experience at MNC during school year."
University of Pennsylvania,CIS MSE,"January 11, 2024",Accepted on 11 Jan,Fall 2024,American,3.93,,
University of Pennsylvania,Data Science,"January 11, 2024",Rejected on 11 Jan,Fall 2024,International,3.97,GRE 167 | GRE V 162 | GRE AW 4.00,Emailed to check the portal. General rejection.
University of Pennsylvania,Epidemiology,"January 11, 2024",Rejected on 18 Dec,Fall 2024,American,,,
University of Pennsylvania,Public Health,"January 09, 2024",Rejected on 9 Jan,Fall 2024,American,,,
University of Pennsylvania,Msc. Ed. Education Entrepreneurship,"December 28, 2023",Accepted on 19 Dec,Fall 2024,,3.10,,
University of Pennsylvania,Public Administration,"July 21, 2023",Accepted on 21 Jul,Fall 2023,,3.80,,Waiting for an official letter. Someone contacted me saying the committee was excited about my candidacy and I should expect a letter any day now
University of Pennsylvania,Robotics,"April 11, 2023",Wait listed on 1 Apr,Fall 2023,,3.66,,For those who has decided not to take this offer please decline the offer. This really helps those on the waitlist. Really appreciate it!!!
University of Pennsylvania,Robotics,"April 10, 2023",Rejected on 22 Mar,Fall 2023,,3.63,GRE 167 | GRE V 160 | GRE AW 4.00,"One six month internship at NUS, 1 paper, and RAship in 3 labs."
University of Pennsylvania,MCIT,"March 31, 2023",Wait listed on 31 Mar,Fall 2023,,,,Did anyone get accepted/rejected for the MCIT program? Their email makes it seem like they changes everyone's status to waitlisted.
University of Pennsylvania,MCIT,"March 31, 2023",Wait listed on 31 Mar,Fall 2023,,,,
University of Pennsylvania,Computer Science,"March 31, 2023",Accepted on 31 Mar,Fall 2023,,3.23,,"Quite surprised that I actually got in with my GPA. Strong LORs, SOP and 've been working at FAANG for 5 years now, but haven't published any papers yet. Hoping to switch things up and get into academia."
University of Pennsylvania,Computer Science,"March 30, 2023",Accepted on 30 Mar,Fall 2023,,3.94,GRE 168 | GRE V 166 | GRE AW 4.50,"Received email to check application portal. Domestic student, no research experience."
University of Pennsylvania,East Asian Languages and Cultures,"March 30, 2023",Accepted on 23 Feb,Fall 2023,,,,
University of Pennsylvania,Electrical Engineering,"March 30, 2023",Rejected on 30 Mar,Fall 2023,,2.85,GRE 165 | GRE V 163 | GRE AW 3.00,"Expected tbh, 2 research papers, 3 semesters TA experience, 2 years part time research experience at a startup incubated by large american university"
University of Pennsylvania,Computer Science,"March 30, 2023",Accepted on 30 Mar,Fall 2023,,9.22,GRE 170 | GRE V 162 | GRE AW 4.50,"MSE CIS, got a mail to check the portal :)"
University of Pennsylvania,Clinical Mental Health Counseling,"March 30, 2023",Rejected on 20 Mar,Fall 2023,,3.84,,
University of Pennsylvania,Art History,"March 30, 2023",Wait listed on 30 Mar,Fall 2023,,,,Ignore status. Did anyone get updates from the portal?
University of Pennsylvania,Electrical Engineering,"March 26, 2023",Accepted on 22 Mar,Fall 2023,,3.28,,International
University of Pennsylvania,Robotics,"March 17, 2023",Accepted on 16 Mar,Fall 2023,,3.92,GRE 169 | GRE V 158 | GRE AW 4.50,Got an email to check portal at 10:00PM IST.
University of Pennsylvania,Public Administration,"March 16, 2023",Accepted on 28 Feb,Fall 2023,,,,$7500 merit-based scholarship
Kutztown University of Pennsylvania,Clinical Mental Health Counseling,"March 14, 2023",Accepted on 8 Mar,Fall 2023,,3.88,,
University of Pennsylvania,Computer and Information Technology,"March 14, 2023",Rejected on 14 Mar,Fall 2023,,3.20,,
University of Pennsylvania,Clinical Mental Health Counseling,"March 14, 2023",Rejected on 14 Mar,Fall 2023,,,,
University of Pennsylvania,Counseling And Mental Health Services (Year One) M.S.Ed.,"March 14, 2023",Accepted on 13 Mar,Fall 2023,,3.48,,Interviewed in late Feb. Emailed to check portal. I'm an international student.
University of Pennsylvania,Architecture,"March 13, 2023",Rejected on 13 Mar,Fall 2023,,3.82,,
University of Pennsylvania,Architecture,"March 13, 2023",Rejected on 13 Mar,Fall 2023,,3.90,,Checked portal
University of Pennsylvania,Computer Science,"March 13, 2023",Rejected on 13 Mar,Fall 2023,,3.80,GRE 170 | GRE V 161 | GRE AW 4.50,
University of Pennsylvania,Computer Science,"March 13, 2023",Rejected on 13 Mar,Fall 2023,,3.65,GRE 168 | GRE V 163 | GRE AW 4.00,
University of Pennsylvania,Computer Science,"March 12, 2023",Rejected on 12 Mar,Fall 2023,,,GRE 161 | GRE V 151 | GRE AW 4.00,MSE CIS; GPA: 9.33/10;
University of Pennsylvania,Computer Science,"March 12, 2023",Rejected on 12 Mar,Fall 2023,,9.00,GRE 170 | GRE V 165 | GRE AW 4.00,MSE CIS
University of Pennsylvania,Computer Science,"March 12, 2023",Rejected on 12 Mar,Fall 2023,,3.95,,CIS MSE
University of Pennsylvania,Computer Science,"March 11, 2023",Rejected on 11 Mar,Fall 2023,,3.61,,"International student with undergrad degree from the US. 2 publications (one outside of CS, one for a data science workshop), 2 years of undergrad research, 2.5 years of work experience as a software/machine learning engineer."
University of Pennsylvania,Computer Science,"March 11, 2023",Rejected on 11 Mar,Fall 2023,,,,
University of Pennsylvania,Social Policy,"March 10, 2023",Accepted on 7 Mar,Fall 2023,,,,
University of Pennsylvania,Robotics,"March 09, 2023",Accepted on 9 Mar,Fall 2023,,,,Made a discord for Upenn Robotics MSE admits https://discord.gg/uMN342Zy
University of Pennsylvania,Robotics,"March 09, 2023",Accepted on 27 Feb,Fall 2023,,3.82,GRE 170 | GRE V 151 | GRE AW 4.50,
University of Pennsylvania,Public Administration,"March 08, 2023",Accepted on 8 Mar,Fall 2023,,3.50,GRE 168 | GRE V 170 | GRE AW 5.00,9k + 5k for summer internship
University of Pennsylvania,Materials Science And Engineering,"March 08, 2023",Accepted on 8 Mar,Fall 2023,,,,international
University of Pennsylvania,Master Of City Planning,"March 06, 2023",Accepted on 3 Mar,Fall 2023,,3.90,,
University of Pennsylvania,Robotics,"March 05, 2023",Accepted on 27 Feb,Fall 2023,,,,Received email to check portal. Looking for group chats for admits.
University of Pennsylvania,Robotics MSE,"March 04, 2023",Accepted on 27 Feb,Fall 2023,,4.00,,Got an e-mail telling me to check the portal and saw the acceptance letter there. Are there any groupchats for admits yet?
University of Pennsylvania,City and Regional Planning,"March 03, 2023",Accepted on 2 Mar,Fall 2023,,3.70,GRE 168 | GRE V 164,
University of Pennsylvania,City and Regional Planning,"March 02, 2023",Accepted on 2 Mar,Fall 2023,,3.55,,Received early notification over email. Full letter to come on March 13th.
University of Pennsylvania,City Planning,"March 02, 2023",Accepted on 2 Mar,Fall 2023,,,,
University of Pennsylvania,Robotics,"February 27, 2023",Accepted on 27 Feb,Fall 2023,,,,
University of Pennsylvania,Robotics,"February 27, 2023",Accepted on 27 Feb,Fall 2023,,4.00,,
University of Pennsylvania,Bioengineering,"February 22, 2023",Accepted on 22 Feb,Fall 2023,International,,,8.6/10 CGPA 118 TOEFL
University of Pennsylvania,Landscape Architecture (3yr),"February 22, 2023",Accepted on 22 Feb,Fall 2023,International,3.32,,official letter out 03/13
University of Pennsylvania,Bioengineering,"February 22, 2023",Accepted on 20 Feb,Fall 2023,International,3.57,,
University of Pennsylvania,Bioengineering,"February 22, 2023",Accepted on 22 Feb,Fall 2023,American,4.00,,
University of Pennsylvania,Medical Physics,"February 21, 2023",Accepted on 21 Feb,Fall 2023,American,3.40,,"Portal update, did not get an email yet but expect one soon. Did not take GRE."
University of Pennsylvania,History MA,"February 11, 2023",Wait listed on 11 Feb,Fall 2023,International,3.86,,"Ignore the status plz, I did not get an interview, my GPA is undergrad. Just wondering if anyone who got the interview is an undergraduate student applying for the History Ph.D., and if anyone knows how do they select people for their MA program. Has anyone gotten an interview or email saying you will be switched for an MA?"
University of Pennsylvania,Medical Physics,"February 10, 2023",Interview on 10 Feb,Fall 2023,American,,,Didn't take GRE.
University of Pennsylvania,Education Policy,"February 10, 2023",Accepted on 10 Feb,Fall 2023,American,3.96,GRE 165 | GRE V 159 | GRE AW 5.50,Applied originally to PhD program. Got accepted to MSEd program with 15k merit scholarship.
University of Pennsylvania,Masters Of Social Work,"January 29, 2023",Accepted on 16 Jan,Fall 2023,American,4.00,,no gre
University of Pennsylvania,East Asian Languages and Cultures,"December 08, 2022",Accepted on 8 Dec,Fall 2022,International,,,
University of Pennsylvania,Systems Engineering,"April 06, 2022",Accepted on 21 Feb,Fall 2022,International,3.95,,No GRE
